family,signal_time,trigger,entry_time,entry_price,exit_time,exit_price,exit_reason,bars_held,pnl_usd,return_pct,r_multiple,rf_prob,risk_usd,capital_before,capital_after
atr_5_with_trail,2022-04-19 20:00:00,atr_breakdown,2022-04-19 22:00:00,14292.75,2022-04-19 22:00:00,14282.0,trail_or_tightened_stop,1,21.5,0.07526957008823221,0.12238259808904249,0.5338309929265704,175.67857142857142,4764.107142857141,4785.607142857141
atr_5_with_trail,2022-04-28 12:00:00,atr_breakdown,2022-04-28 13:00:00,13387.75,2022-04-28 13:00:00,13338.125,trail_or_tightened_stop,1,99.25,0.3720537931680701,0.9183740912095175,0.54939968309064,108.07142857142857,4785.607142857141,4884.857142857141
atr_5_with_trail,2022-05-04 13:00:00,atr_breakdown,2022-05-04 14:00:00,13211.25,2022-05-04 14:00:00,13153.642857142857,trail_or_tightened_stop,1,115.21428571428623,0.4379558080053858,1.5713589868485216,0.5300230391827097,73.32142857142857,4884.857142857141,5000.0714285714275
atr_5_with_trail,2022-05-04 14:00:00,atr_breakdown,2022-05-04 15:00:00,13126.5,2022-05-04 15:00:00,13100.75,trail_or_tightened_stop,1,51.5,0.1965536324256334,0.5968543046357615,0.5273795605095702,86.28571428571429,5000.0714285714275,5051.5714285714275
atr_5_with_trail,2022-05-11 17:00:00,atr_breakdown,2022-05-11 18:00:00,12201.25,2022-05-11 18:00:00,12200.125,trail_or_tightened_stop,1,2.25,0.009221216995736192,0.008588957055214723,0.5155469628147493,261.9642857142857,5051.5714285714275,5053.8214285714275
atr_5_with_trail,2022-05-16 13:00:00,atr_breakdown,2022-05-16 14:00:00,12441.0,2022-05-16 14:00:00,12512.125,stop,1,-142.25,-0.5684486048532889,-1.0,0.5227642443079468,142.25,5053.8214285714275,4911.5714285714275
atr_5_with_trail,2022-05-16 14:00:00,atr_breakdown,2022-05-16 15:00:00,12402.25,2022-05-16 15:00:00,12482.767857142857,stop,1,-161.03571428571377,-0.6450320799387677,-0.9999999999999968,0.5996321688527504,161.03571428571428,4911.5714285714275,4750.535714285714
atr_5_with_trail,2022-05-18 11:00:00,atr_breakdown,2022-05-18 12:00:00,12608.0,2022-05-18 12:00:00,12582.5,trail_or_tightened_stop,1,51.0,0.20266242797535305,0.5977396400167434,0.6019249685092456,85.32142857142857,4750.535714285714,4801.535714285714
atr_5_with_trail,2022-05-18 12:00:00,atr_breakdown,2022-05-18 13:00:00,12559.75,2022-05-18 13:00:00,12521.25,trail_or_tightened_stop,1,77.0,0.3074772886093591,0.8213333333333334,0.5801833129455441,93.75,4801.535714285714,4878.535714285714
atr_5_with_trail,2022-05-18 13:00:00,atr_breakdown,2022-05-18 14:00:00,12491.75,2022-05-18 14:00:00,12472.625,trail_or_tightened_stop,1,38.25,0.15333580541385672,0.3603633916554509,0.5901583703810833,106.14285714285714,4878.535714285714,4916.785714285714
atr_5_with_trail,2022-05-18 18:00:00,atr_breakdown,2022-05-18 19:00:00,12120.75,2022-05-18 19:00:00,12100.875,trail_or_tightened_stop,1,39.75,0.1642443211751221,0.23756670224119528,0.5762360515599237,167.32142857142858,4916.785714285714,4956.535714285714
atr_5_with_trail,2022-05-20 13:00:00,atr_breakdown,2022-05-20 14:00:00,12188.75,2022-05-20 14:00:00,12054.660714285714,trail_or_tightened_stop,1,268.17857142857247,1.1123439215122932,2.4136933461909447,0.6315455132512074,111.10714285714286,4956.535714285714,5224.714285714286
atr_5_with_trail,2022-05-20 15:00:00,atr_breakdown,2022-05-20 16:00:00,11927.0,2022-05-20 16:00:00,11810.142857142857,trail_or_tightened_stop,1,233.71428571428623,0.9894642619540095,1.644221105527642,0.6087980053564517,142.14285714285714,5224.714285714286,5458.4285714285725
atr_5_with_trail,2022-05-23 08:00:00,atr_breakdown,2022-05-23 09:00:00,12091.25,2022-05-23 13:00:00,12169.964285714286,stop,5,-157.42857142857247,-0.6467914273724285,-1.0000000000000067,0.5774718913630039,157.42857142857142,5458.4285714285725,5301.0
atr_5_with_trail,2022-05-23 13:00:00,atr_breakdown,2022-05-23 14:00:00,12046.25,2022-05-23 14:00:00,12118.892857142857,stop,1,-145.28571428571377,-0.5994182636909873,-0.9999999999999964,0.5322135395105004,145.28571428571428,5301.0,5155.714285714286
atr_5_with_trail,2022-05-24 14:00:00,atr_breakdown,2022-05-24 15:00:00,11819.25,2022-05-24 15:00:00,11878.482142857143,stop,1,-118.46428571428623,-0.4986507715782573,-1.0000000000000044,0.502041908527728,118.46428571428571,5155.714285714286,5037.25
atr_5_with_trail,2022-05-25 11:00:00,atr_breakdown,2022-05-25 12:00:00,11894.0,2022-05-25 13:00:00,11946.07142857143,stop,2,-104.1428571428587,-0.43588747047744736,-1.000000000000015,0.5308682909934018,104.14285714285714,5037.25,4933.107142857141
atr_5_with_trail,2022-05-30 13:00:00,atr_breakdown,2022-05-30 14:00:00,12965.0,2022-05-30 15:00:00,13006.410714285714,stop,2,-82.82142857142753,-0.31838694929285927,-0.9999999999999875,0.5148770907533311,82.82142857142857,4933.107142857141,4850.285714285714
atr_5_with_trail,2022-05-31 00:00:00,rsi_rollover,2022-05-31 01:00:00,12906.0,2022-05-31 02:00:00,12961.232142857143,stop,2,-110.46428571428623,-0.4261334281215001,-1.0000000000000047,0.5305347860809076,110.46428571428571,4850.285714285714,4739.8214285714275
atr_5_with_trail,2022-05-31 00:00:00,atr_breakdown,2022-05-31 01:00:00,12906.0,2022-05-31 02:00:00,12961.232142857143,stop,2,-110.46428571428623,-0.4261334281215001,-1.0000000000000047,0.5305347860809076,110.46428571428571,4739.8214285714275,4629.357142857141
atr_5_with_trail,2022-05-31 07:00:00,atr_breakdown,2022-05-31 08:00:00,12846.75,2022-05-31 08:00:00,12909.44642857143,stop,1,-125.3928571428587,-0.4856631840747916,-1.0000000000000124,0.5714062568571119,125.39285714285714,4629.357142857141,4503.964285714283
atr_5_with_trail,2022-05-31 12:00:00,atr_breakdown,2022-05-31 13:00:00,12799.75,2022-05-31 13:00:00,12868.892857142857,stop,1,-138.28571428571377,-0.5372867573800622,-0.9999999999999963,0.5739881102696828,138.28571428571428,4503.964285714283,4365.678571428569
atr_5_with_trail,2022-05-31 13:00:00,atr_breakdown,2022-05-31 14:00:00,12744.0,2022-05-31 14:00:00,12821.339285714286,stop,1,-154.67857142857247,-0.6032075432280237,-1.0000000000000069,0.5345805053574516,154.67857142857142,4365.678571428569,4210.999999999996
atr_5_with_trail,2022-06-03 10:00:00,atr_breakdown,2022-06-03 11:00:00,12967.25,2022-06-03 12:00:00,12919.55357142857,trail_or_tightened_stop,2,95.3928571428587,0.3691801601946265,1.36693961105427,0.5711635099160701,69.78571428571429,4210.999999999996,4306.392857142855
atr_5_with_trail,2022-06-03 12:00:00,atr_breakdown,2022-06-03 13:00:00,12908.25,2022-06-03 13:00:00,12852.267857142857,trail_or_tightened_stop,1,111.96428571428623,0.435581824775233,1.3472281908036159,0.5291780587874241,83.10714285714286,4306.392857142855,4418.357142857141
atr_5_with_trail,2022-06-03 15:00:00,atr_breakdown,2022-06-03 16:00:00,12740.25,2022-06-03 16:00:00,12801.910714285714,stop,1,-123.32142857142753,-0.4816524319053883,-0.9999999999999916,0.5870221860031144,123.32142857142857,4418.357142857141,4295.035714285714
atr_5_with_trail,2022-06-06 16:00:00,atr_breakdown,2022-06-06 17:00:00,12798.0,2022-06-06 17:00:00,12859.32142857143,stop,1,-122.6428571428587,-0.47686364254946323,-1.0000000000000127,0.5758620078447335,122.64285714285714,4295.035714285714,4172.392857142855
atr_5_with_trail,2022-06-07 01:00:00,atr_breakdown,2022-06-07 02:00:00,12719.75,2022-06-07 14:00:00,12800.285714285714,stop,13,-161.07142857142753,-0.6291712238566061,-0.9999999999999934,0.5821985909373869,161.07142857142858,4172.392857142855,4011.3214285714275
atr_5_with_trail,2022-06-09 12:00:00,atr_breakdown,2022-06-09 13:00:00,12750.0,2022-06-09 13:00:00,12724.625,trail_or_tightened_stop,1,50.75,0.1994164857510583,0.5374432677760969,0.6753910587557294,94.42857142857143,4011.3214285714275,4062.0714285714275
atr_5_with_trail,2022-06-09 18:00:00,atr_breakdown,2022-06-09 19:00:00,12633.0,2022-06-09 19:00:00,12548.125,trail_or_tightened_stop,1,169.75,0.6763958758778665,1.0513160805131607,0.6312165971751668,161.46428571428572,4062.0714285714275,4231.8214285714275
atr_5_with_trail,2022-06-10 13:00:00,atr_breakdown,2022-06-10 14:00:00,12147.25,2022-06-10 14:00:00,12096.375,trail_or_tightened_stop,1,101.75,0.4205805458246781,0.7543023563674874,0.5132285566540234,134.89285714285714,4231.8214285714275,4333.5714285714275
atr_5_with_trail,2022-06-13 19:00:00,atr_breakdown,2022-06-13 20:00:00,11490.5,2022-06-13 20:00:00,11478.125,trail_or_tightened_stop,1,24.75,0.10781377620474597,0.12437185929648241,0.5021178145626931,199.0,4333.5714285714275,4358.3214285714275
atr_5_with_trail,2022-06-16 06:00:00,atr_breakdown,2022-06-16 07:00:00,11639.5,2022-06-16 07:00:00,11558.75,trail_or_tightened_stop,1,161.5,0.6986049529577265,0.7978122794636556,0.6114158963728351,202.42857142857142,4358.3214285714275,4519.8214285714275
atr_5_with_trail,2022-06-16 07:00:00,atr_breakdown,2022-06-16 08:00:00,11531.25,2022-06-16 08:00:00,11493.125,trail_or_tightened_stop,1,76.25,0.33172005002990446,0.35353535353535354,0.5523614768726247,215.67857142857142,4519.8214285714275,4596.0714285714275
atr_5_with_trail,2022-06-16 17:00:00,atr_breakdown,2022-06-16 18:00:00,11275.0,2022-06-16 18:00:00,11252.5,trail_or_tightened_stop,1,45.0,0.1999555654299101,0.22817819630568634,0.5828119500436595,197.21428571428572,4596.0714285714275,4641.0714285714275
atr_5_with_trail,2022-06-17 13:00:00,atr_breakdown,2022-06-18 12:00:00,11321.5,2022-06-19 22:00:00,11378.142857142857,stop,4,-113.28571428571377,-0.49782163797756906,-0.9999999999999953,0.5027977564875945,113.28571428571429,4641.0714285714275,4527.785714285714
atr_5_with_trail,2022-06-22 05:00:00,atr_breakdown,2022-06-22 06:00:00,11570.5,2022-06-22 06:00:00,11562.75,trail_or_tightened_stop,1,15.5,0.06702557782534146,0.17167721518987342,0.5590380894257497,90.28571428571429,4527.785714285714,4543.285714285714
atr_5_with_trail,2022-06-28 18:00:00,atr_breakdown,2022-06-28 19:00:00,11858.25,2022-06-28 19:00:00,11834.0,trail_or_tightened_stop,1,48.5,0.2049180327868827,0.27994227994227994,0.5042478519927321,173.25,4543.285714285714,4591.785714285714
atr_5_with_trail,2022-06-30 05:00:00,atr_breakdown,2022-06-30 06:00:00,11742.0,2022-06-30 06:00:00,11691.017857142857,trail_or_tightened_stop,1,101.96428571428623,0.4360795910169246,1.0066995768688345,0.5928804401122584,101.28571428571429,4591.785714285714,4693.75
atr_5_with_trail,2022-06-30 06:00:00,atr_breakdown,2022-06-30 07:00:00,11665.5,2022-06-30 12:00:00,11718.517857142857,stop,6,-106.03571428571377,-0.45242801000248134,-0.999999999999995,0.521905432836356,106.03571428571429,4693.75,4587.714285714286
atr_5_with_trail,2022-08-30 13:00:00,atr_breakdown,2022-08-30 14:00:00,12621.0,2022-08-30 14:00:00,12472.964285714286,trail_or_tightened_stop,1,296.07142857142753,1.186852707140873,3.0189366351055975,0.6431210940136391,98.07142857142857,4587.714285714286,4883.785714285714
atr_5_with_trail,2022-08-30 14:00:00,atr_breakdown,2022-08-30 15:00:00,12480.75,2022-08-30 15:00:00,12464.25,trail_or_tightened_stop,1,33.0,0.13237860280401748,0.2684485764090645,0.5569889780935364,122.92857142857143,4883.785714285714,4916.785714285714
atr_5_with_trail,2022-08-31 22:00:00,atr_breakdown,2022-08-31 23:00:00,12370.0,2022-08-31 23:00:00,12332.5,trail_or_tightened_stop,1,75.0,0.30407459963510686,0.48498845265588914,0.5654216396627657,154.64285714285714,4916.785714285714,4991.785714285714
atr_5_with_trail,2022-09-02 16:00:00,rsi_rollover,2022-09-02 17:00:00,12378.0,2022-09-02 17:00:00,12302.75,trail_or_tightened_stop,1,150.5,0.6116518664526227,0.9160869565217392,0.6068317501286705,164.28571428571428,4991.785714285714,5142.285714285714
atr_5_with_trail,2022-09-02 16:00:00,atr_breakdown,2022-09-02 17:00:00,12378.0,2022-09-02 17:00:00,12302.75,trail_or_tightened_stop,1,150.5,0.6116518664526227,0.9160869565217392,0.6068317501286705,164.28571428571428,5142.285714285714,5292.785714285714
atr_5_with_trail,2022-09-02 17:00:00,atr_breakdown,2022-09-02 18:00:00,12229.5,2022-09-02 18:00:00,12226.75,trail_or_tightened_stop,1,5.5,0.022491667859414477,0.03003120124804992,0.6539828301843296,183.14285714285714,5292.785714285714,5298.285714285714
atr_5_with_trail,2022-09-06 13:00:00,atr_breakdown,2022-09-06 14:00:00,12188.0,2022-09-06 14:00:00,12136.42857142857,trail_or_tightened_stop,1,103.1428571428587,0.42493084574186657,0.9058971141781818,0.5291076889276992,113.85714285714286,5298.285714285714,5401.4285714285725
atr_5_with_trail,2022-09-13 12:00:00,atr_breakdown,2022-09-13 13:00:00,12518.0,2022-09-13 13:00:00,12482.75,trail_or_tightened_stop,1,70.5,0.28238969778293654,0.5812720848056537,0.5163210775629932,121.28571428571429,5401.4285714285725,5471.9285714285725
atr_5_with_trail,2022-09-13 12:00:00,rsi_rollover,2022-09-13 13:00:00,12518.0,2022-09-13 13:00:00,12482.75,trail_or_tightened_stop,1,70.5,0.28238969778293654,0.5812720848056537,0.5163210775629932,121.28571428571429,5471.9285714285725,5542.4285714285725
atr_5_with_trail,2022-09-13 13:00:00,atr_breakdown,2022-09-13 14:00:00,12448.0,2022-09-13 14:00:00,12400.625,trail_or_tightened_stop,1,94.75,0.38203719570586436,0.6926892950391645,0.5520485219496261,136.78571428571428,5542.4285714285725,5637.1785714285725
atr_5_with_trail,2022-09-13 14:00:00,atr_breakdown,2022-09-13 15:00:00,12370.25,2022-09-13 15:00:00,12347.125,trail_or_tightened_stop,1,46.25,0.18729056359274576,0.3069447736430434,0.5389504823011346,150.67857142857142,5637.1785714285725,5683.4285714285725
atr_5_with_trail,2022-09-20 17:00:00,atr_breakdown,2022-09-20 18:00:00,11881.75,2022-09-20 18:00:00,11936.589285714286,stop,1,-109.67857142857247,-0.45942173598884084,-1.0000000000000095,0.5924920038576226,109.67857142857143,5683.4285714285725,5573.75
atr_5_with_trail,2022-09-21 19:00:00,rsi_rollover,2022-09-21 20:00:00,11753.0,2022-09-21 20:00:00,11723.125,trail_or_tightened_stop,1,59.75,0.2548381937410138,0.2944904066185531,0.6784263675718224,202.89285714285714,5573.75,5633.5
atr_5_with_trail,2022-09-21 19:00:00,atr_breakdown,2022-09-21 20:00:00,11753.0,2022-09-21 20:00:00,11723.125,trail_or_tightened_stop,1,59.75,0.2548381937410138,0.2944904066185531,0.6784263675718224,202.89285714285714,5633.5,5693.25
atr_5_with_trail,2022-09-27 15:00:00,atr_breakdown,2022-09-27 16:00:00,11391.25,2022-09-27 16:00:00,11335.5,trail_or_tightened_stop,1,111.5,0.49181774072604156,0.8781997187060478,0.5191314894203926,126.96428571428571,5693.25,5804.75
atr_5_with_trail,2022-09-27 16:00:00,atr_breakdown,2022-09-27 17:00:00,11346.25,2022-09-27 17:00:00,11317.375,trail_or_tightened_stop,1,57.75,0.25513866952362463,0.41536090418700233,0.623156307240382,139.03571428571428,5804.75,5862.5
atr_5_with_trail,2022-09-28 01:00:00,atr_breakdown,2022-09-28 02:00:00,11319.0,2022-09-28 02:00:00,11274.625,trail_or_tightened_stop,1,88.75,0.39358293513087617,0.5604420387911592,0.5998118695628266,158.35714285714286,5862.5,5951.25
atr_5_with_trail,2022-09-28 02:00:00,atr_breakdown,2022-09-28 03:00:00,11263.5,2022-09-28 03:00:00,11261.75,trail_or_tightened_stop,1,3.5,0.01553932559326121,0.021453590192644485,0.6573276516350592,163.14285714285714,5951.25,5954.75
atr_5_with_trail,2022-09-29 07:00:00,atr_breakdown,2022-09-29 08:00:00,11436.25,2022-09-29 08:00:00,11429.25,trail_or_tightened_stop,1,14.0,0.061246363497158285,0.13401709401709402,0.7075124981512566,104.46428571428571,5954.75,5968.75
atr_5_with_trail,2022-09-29 13:00:00,atr_breakdown,2022-09-29 14:00:00,11303.0,2022-09-29 14:00:00,11252.625,trail_or_tightened_stop,1,100.75,0.44767332066961707,0.7534722222222222,0.7245027861611307,133.71428571428572,5968.75,6069.5
atr_5_with_trail,2022-09-29 14:00:00,atr_breakdown,2022-09-29 15:00:00,11261.5,2022-09-29 15:00:00,11249.25,trail_or_tightened_stop,1,24.5,0.10889614863212049,0.17001239157372985,0.8032541613722225,144.10714285714286,6069.5,6094.0
atr_5_with_trail,2022-09-30 19:00:00,atr_breakdown,2022-09-30 20:00:00,11085.0,2022-09-30 20:00:00,11077.875,trail_or_tightened_stop,1,14.25,0.06431738939101095,0.08013657360915846,0.6242628070326535,177.82142857142858,6094.0,6108.25
atr_5_with_trail,2022-10-07 12:00:00,atr_breakdown,2022-10-07 13:00:00,11399.5,2022-10-07 13:00:00,11326.535714285714,trail_or_tightened_stop,1,145.92857142857247,0.6441888990140088,1.3352941176470683,0.5726096256155941,109.28571428571429,6108.25,6254.1785714285725
atr_5_with_trail,2022-10-07 13:00:00,atr_breakdown,2022-10-07 14:00:00,11272.5,2022-10-07 14:00:00,11261.625,trail_or_tightened_stop,1,21.75,0.09656688088974796,0.17049272116461367,0.6203213360094747,127.57142857142857,6254.1785714285725,6275.9285714285725
atr_5_with_trail,2022-10-07 15:00:00,atr_breakdown,2022-10-07 16:00:00,11233.5,2022-10-07 16:00:00,11200.5,trail_or_tightened_stop,1,66.0,0.2946297040310686,0.4676113360323887,0.630825559493564,141.14285714285714,6275.9285714285725,6341.9285714285725
atr_5_with_trail,2022-10-07 16:00:00,atr_breakdown,2022-10-07 17:00:00,11182.75,2022-10-07 17:00:00,11168.875,trail_or_tightened_stop,1,27.75,0.12422916363554748,0.18790810157194682,0.6021067910424643,147.67857142857142,6341.9285714285725,6369.6785714285725
atr_5_with_trail,2022-10-14 14:00:00,atr_breakdown,2022-10-14 15:00:00,10963.75,2022-10-14 15:00:00,10915.625,trail_or_tightened_stop,1,96.25,0.44088176352705677,0.49035662299854443,0.666377261682464,196.28571428571428,6369.6785714285725,6465.9285714285725
atr_5_with_trail,2022-10-14 15:00:00,atr_breakdown,2022-10-14 16:00:00,10879.25,2022-10-14 16:00:00,10854.375,trail_or_tightened_stop,1,49.75,0.22917026544595487,0.24537607891491986,0.7333801185195997,202.75,6465.9285714285725,6515.6785714285725
atr_5_with_trail,2022-11-02 13:00:00,atr_breakdown,2022-11-02 14:00:00,11325.75,2022-11-02 14:00:00,11312.875,trail_or_tightened_stop,1,25.75,0.11380838204257948,0.37241735537190085,0.5808418341246756,69.14285714285714,6515.6785714285725,6541.4285714285725
atr_5_with_trail,2022-11-02 14:00:00,atr_breakdown,2022-11-02 15:00:00,11315.5,2022-11-02 15:00:00,11292.875,trail_or_tightened_stop,1,45.25,0.20034756428279898,0.6480818414322251,0.5831902463412345,69.82142857142857,6541.4285714285725,6586.6785714285725
atr_5_with_trail,2022-11-02 15:00:00,atr_breakdown,2022-11-02 16:00:00,11281.25,2022-11-02 16:00:00,11259.25,trail_or_tightened_stop,1,44.0,0.195394897528689,0.5880668257756564,0.559679158350335,74.82142857142857,6586.6785714285725,6630.6785714285725
atr_5_with_trail,2022-11-02 18:00:00,atr_breakdown,2022-11-02 19:00:00,11205.5,2022-11-02 19:00:00,11069.839285714286,trail_or_tightened_stop,1,271.32142857142753,1.2254984989780837,2.0705914418097495,0.6361489964412622,131.03571428571428,6630.6785714285725,6902.0
atr_5_with_trail,2022-11-02 19:00:00,atr_breakdown,2022-11-02 20:00:00,10985.25,2022-11-02 20:00:00,10969.875,trail_or_tightened_stop,1,30.75,0.14015656513861607,0.17807652533609103,0.657141582579713,172.67857142857142,6902.0,6932.75
atr_5_with_trail,2022-11-28 18:00:00,atr_breakdown,2022-11-28 19:00:00,11675.5,2022-11-29 00:00:00,11648.25,trail_or_tightened_stop,5,54.5,0.23394072070912486,0.5651851851851851,0.5004942921319318,96.42857142857143,6932.75,6987.25
atr_5_with_trail,2022-11-29 16:00:00,atr_breakdown,2022-11-29 17:00:00,11570.0,2022-11-29 17:00:00,11561.875,trail_or_tightened_stop,1,16.25,0.07027406886859211,0.179770841564599,0.5209012072385965,90.39285714285714,6987.25,7003.5
atr_5_with_trail,2022-12-15 07:00:00,atr_breakdown,2022-12-15 08:00:00,11691.5,2022-12-15 08:00:00,11670.375,trail_or_tightened_stop,1,42.25,0.18101389201290452,0.2945717131474104,0.574565056671844,143.42857142857142,7003.5,7045.75
atr_5_with_trail,2022-12-22 12:00:00,atr_breakdown,2022-12-22 13:00:00,11360.25,2022-12-22 13:00:00,11285.857142857143,trail_or_tightened_stop,1,148.78571428571377,0.6591688712801025,3.3980424143556163,0.6949062999703153,43.785714285714285,7045.75,7194.535714285714
atr_5_with_trail,2022-12-22 13:00:00,atr_breakdown,2022-12-22 14:00:00,11269.75,2022-12-22 14:00:00,11192.625,trail_or_tightened_stop,1,154.25,0.6890698115946892,2.7197732997481108,0.7380382928989101,56.714285714285715,7194.535714285714,7348.785714285714
atr_5_with_trail,2022-12-22 14:00:00,atr_breakdown,2022-12-22 15:00:00,11189.5,2022-12-22 15:00:00,11107.339285714286,trail_or_tightened_stop,1,164.32142857142753,0.7396975294649,2.3225643614336047,0.5677581419130003,70.75,7348.785714285714,7513.107142857141
atr_5_with_trail,2022-12-22 15:00:00,atr_breakdown,2022-12-22 16:00:00,11073.0,2022-12-22 16:00:00,11050.75,trail_or_tightened_stop,1,44.5,0.20134380019456444,0.5224318658280922,0.580033447665873,85.17857142857143,7513.107142857141,7557.607142857141
atr_5_with_trail,2022-12-22 16:00:00,atr_breakdown,2022-12-22 17:00:00,11046.75,2022-12-22 17:00:00,11009.125,trail_or_tightened_stop,1,75.25,0.3417619474753941,0.8119460500963391,0.5650138767180889,92.67857142857143,7557.607142857141,7632.857142857141
atr_5_with_trail,2022-12-22 17:00:00,atr_breakdown,2022-12-22 18:00:00,10994.0,2022-12-22 18:00:00,10965.375,trail_or_tightened_stop,1,57.25,0.2610489837328922,0.5626535626535627,0.5904348117248703,101.75,7632.857142857141,7690.107142857141
atr_5_with_trail,2022-12-22 18:00:00,atr_breakdown,2022-12-22 19:00:00,10968.75,2022-12-22 19:00:00,10968.0,trail_or_tightened_stop,1,1.5,0.006838074398252125,0.013820335636722605,0.5692531107730485,108.53571428571429,7690.107142857141,7691.607142857141
atr_5_with_trail,2022-12-27 12:00:00,atr_breakdown,2022-12-27 13:00:00,11153.75,2022-12-27 13:00:00,11132.142857142857,trail_or_tightened_stop,1,43.214285714286234,0.19409688803335712,0.771683673469397,0.535032593850797,56.0,7691.607142857141,7734.8214285714275
atr_5_with_trail,2022-12-27 13:00:00,atr_breakdown,2022-12-27 14:00:00,11121.75,2022-12-27 14:00:00,11007.92857142857,trail_or_tightened_stop,1,227.6428571428587,1.03399497764598,4.4387186629526765,0.5506931047140131,51.285714285714285,7734.8214285714275,7962.464285714286
atr_5_with_trail,2023-01-03 14:00:00,atr_breakdown,2023-01-03 15:00:00,11061.25,2023-01-03 15:00:00,11020.375,trail_or_tightened_stop,1,81.75,0.37090389392375744,0.6946889226100151,0.7177591484127728,117.67857142857143,7962.464285714286,8044.214285714286
atr_5_with_trail,2023-01-03 14:00:00,rsi_rollover,2023-01-03 15:00:00,11061.25,2023-01-03 15:00:00,11020.375,trail_or_tightened_stop,1,81.75,0.37090389392375744,0.6946889226100151,0.7177591484127728,117.67857142857143,8044.214285714286,8125.964285714286
atr_5_with_trail,2023-01-03 15:00:00,atr_breakdown,2023-01-03 16:00:00,11041.5,2023-01-03 16:00:00,10983.25,trail_or_tightened_stop,1,116.5,0.5303530375799559,0.9256526674233825,0.682482761018739,125.85714285714286,8125.964285714286,8242.464285714286
atr_5_with_trail,2023-01-03 16:00:00,atr_breakdown,2023-01-03 17:00:00,10939.5,2023-01-03 17:00:00,10925.0,trail_or_tightened_stop,1,29.0,0.13272311212815247,0.2096565969532662,0.7095989404643626,138.32142857142858,8242.464285714286,8271.464285714286
atr_5_with_trail,2023-01-05 13:00:00,atr_breakdown,2023-01-05 14:00:00,10995.5,2023-01-05 14:00:00,10926.267857142857,trail_or_tightened_stop,1,138.46428571428623,0.6336302913522607,1.8074592074592142,0.587421815786972,76.60714285714286,8271.464285714286,8409.928571428572
atr_5_with_trail,2023-01-05 14:00:00,atr_breakdown,2023-01-05 15:00:00,10934.5,2023-01-05 15:00:00,10979.767857142857,stop,1,-90.53571428571377,-0.4122842826172146,-0.9999999999999942,0.5014140829361748,90.53571428571429,8409.928571428572,8319.392857142859
atr_5_with_trail,2023-01-05 20:00:00,atr_breakdown,2023-01-05 21:00:00,10886.0,2023-01-06 00:00:00,10884.125,trail_or_tightened_stop,3,3.75,0.01722692453458574,0.02993158494868871,0.5309384107593723,125.28571428571429,8319.392857142859,8323.142857142859
atr_5_with_trail,2023-01-06 14:00:00,rsi_rollover,2023-01-06 15:00:00,10881.25,2023-01-06 15:00:00,10881.25,trail_or_tightened_stop,1,0.0,0.0,0.0,0.5379772311242339,104.03571428571429,8323.142857142859,8323.142857142859
atr_5_with_trail,2023-01-18 15:00:00,rsi_rollover,2023-01-18 16:00:00,11682.0,2023-01-18 16:00:00,11633.0,trail_or_tightened_stop,1,98.0,0.4212155076076751,0.9668780831571528,0.5087298066956029,101.35714285714286,8323.142857142859,8421.142857142859
atr_5_with_trail,2023-01-18 16:00:00,atr_breakdown,2023-01-18 17:00:00,11616.75,2023-01-18 17:00:00,11594.875,trail_or_tightened_stop,1,43.75,0.1886609385612248,0.42877143857192856,0.5567785774220739,102.03571428571429,8421.142857142859,8464.892857142859
atr_5_with_trail,2024-04-24 15:00:00,atr_breakdown,2024-04-24 16:00:00,17851.25,2024-04-24 17:00:00,17896.60714285714,stop,2,-90.7142857142826,-0.25343989782579124,-0.9999999999999657,0.5043432890467971,90.71428571428571,8464.892857142859,8374.178571428576
atr_5_with_trail,2024-04-30 12:00:00,atr_breakdown,2024-04-30 13:00:00,18070.75,2024-04-30 13:00:00,18062.875,trail_or_tightened_stop,1,15.75,0.04359771077417918,0.30371900826446285,0.6352169353378408,51.857142857142854,8374.178571428576,8389.928571428576
atr_5_with_trail,2024-04-30 15:00:00,atr_breakdown,2024-04-30 16:00:00,18009.0,2024-04-30 16:00:00,17967.875,trail_or_tightened_stop,1,82.25,0.2288807107128754,0.9846088071825566,0.5909866890773166,83.53571428571429,8389.928571428576,8472.178571428576
atr_5_with_trail,2024-04-30 16:00:00,atr_breakdown,2024-04-30 17:00:00,17947.75,2024-04-30 17:00:00,17933.625,trail_or_tightened_stop,1,28.25,0.07876265952924122,0.29636568002997377,0.5743510776392133,95.32142857142857,8472.178571428576,8500.428571428576
atr_5_with_trail,2024-04-30 19:00:00,atr_breakdown,2024-04-30 20:00:00,17811.5,2024-04-30 20:00:00,17764.5,trail_or_tightened_stop,1,94.0,0.26457260266261606,0.731111111111111,0.5147116009840766,128.57142857142858,8500.428571428576,8594.428571428576
atr_5_with_trail,2024-04-30 20:00:00,atr_breakdown,2024-04-30 22:00:00,17704.0,2024-04-30 22:00:00,17701.0,trail_or_tightened_stop,1,6.0,0.016948195017230105,0.040589514375453,0.5525709213626211,147.82142857142858,8594.428571428576,8600.428571428576
atr_5_with_trail,2024-08-01 06:00:00,atr_breakdown,2024-08-01 07:00:00,19814.5,2024-08-01 07:00:00,19811.125,trail_or_tightened_stop,1,6.75,0.017035882616456277,0.03927680798004987,0.675741764986027,171.85714285714286,8600.428571428576,8607.178571428576
